Region,C09-Work Indicator,C10-Job Indicator,"C11 - Location of Work (Province, Municipality)",C13-Major Occupation Group,C15-Major Industry Group,C16-Nature of Employment (Primary Occupation),C21-Class of Worker (Primary Occupation)
2,1,52,47,1,8,48,48
2,1,83,49,1,6,36,42
2,1,92,1,1,8,24,24
2,1,93,41,2,8,24,24
2,1,11,84,2,8,16,16
2,1,71,41,1,8,40,40
2,1,51,56,2,8,40,40
2,1,61,1,1,3,21,32
2,3,52,47,1,10,70,70
2,3,52,47,2,5,10,10
2,1,91,96,1,8,48,48
2,1,83,49,1,8,40,40
2,1,71,41,1,8,40,40
2,1,71,41,1,8,48,48
2,1,83,46,1,8,40,40
2,1,92,1,3,4,12,35
2,1,61,1,1,4,12,12
2,1,23,85,1,8,40,40
2,1,61,1,1,4,12,12
2,1,11,84,1,8,40,40
2,1,93,10,2,8,24,40
2,1,91,96,2,10,50,50
2,1,83,49,1,6,36,36
2,1,93,41,2,8,40,40
2,1,93,41,2,8,32,32
2,1,71,41,1,8,40,48
2,1,71,41,1,8,48,48
2,1,83,10,1,8,32,32
2,1,61,1,1,8,16,16
2,1,91,96,1,8,56,56
2,1,92,1,3,4,12,12
2,1,92,1,3,4,8,8
2,1,92,1,3,4,20,20
2,1,93,41,3,8,32,32
2,1,93,41,3,8,32,32
2,1,92,1,3,4,8,8
2,1,92,1,3,4,8,8
2,1,61,1,1,4,8,8
2,1,92,1,3,4,12,12
2,1,21,84,1,8,40,40
2,1,92,1,3,4,8,8
2,1,61,1,1,4,8,8
2,1,92,1,1,4,4,4
2,1,91,96,1,8,56,56
2,1,93,41,3,8,40,40
2,1,93,41,3,8,40,40
2,1,93,41,3,8,40,40
2,1,91,96,1,8,56,56
2,1,93,41,3,8,32,32
2,1,14,56,1,10,70,70
2,1,32,84,1,8,16,16
2,1,61,1,1,4,8,8
2,1,52,47,1,10,70,70
2,1,61,1,1,8,16,16
2,1,93,41,3,8,23,23
2,1,61,1,1,4,8,8
2,1,93,42,2,8,40,40
2,1,52,47,1,8,56,56
2,1,96,46,1,5,20,32
2,1,52,47,1,8,56,56
2,1,93,41,3,8,32,32
2,1,92,1,2,8,40,40
2,1,92,1,3,4,8,8
2,1,71,16,1,8,40,40
2,1,91,96,1,8,48,48
2,1,61,1,1,4,12,12
2,1,92,1,1,4,8,8
2,1,41,62,1,8,48,48
2,1,11,84,1,8,16,32
2,1,61,1,1,4,28,28
2,1,93,41,2,8,40,40
2,1,61,1,1,4,16,16
2,1,52,47,1,8,56,56
2,1,23,85,1,8,40,40
2,1,83,49,1,8,48,48
2,1,52,47,1,10,70,70
2,1,92,1,1,8,56,56
2,1,33,84,1,8,40,40
2,1,52,47,1,8,56,56
2,1,52,47,1,10,70,70
2,1,83,49,1,8,48,48
2,1,61,1,1,4,12,12
2,1,92,1,1,4,8,8
2,1,61,1,1,8,32,32
2,1,61,1,1,8,16,16
2,1,32,84,2,8,8,8
2,1,61,1,1,8,24,24
2,1,96,47,2,8,48,48
2,1,61,1,1,8,24,24
2,1,92,1,2,4,12,12
2,1,93,41,2,8,40,40
2,1,92,1,3,4,8,8
2,1,61,1,1,4,20,20
2,1,92,1,2,4,8,8
2,1,83,49,1,6,36,36
2,1,32,84,2,8,16,16
2,1,93,41,2,8,24,40
2,1,92,1,2,4,12,12
2,1,92,1,3,4,16,16
2,1,93,46,1,8,48,48
2,1,61,1,1,4,16,16
2,1,61,1,1,4,12,12
2,1,92,1,3,4,16,16
2,1,92,1,3,4,16,16
2,1,92,1,3,4,12,12
2,1,11,84,1,8,16,32
2,1,11,84,1,8,16,24
2,1,92,1,3,4,12,12
2,1,92,1,3,8,24,24
2,1,61,1,1,4,12,40
2,1,11,84,2,8,16,40
2,1,54,84,2,8,24,40
2,1,92,1,3,4,16,16
2,1,51,56,2,8,40,40
2,1,61,1,1,4,12,12
2,1,91,96,2,10,50,50
2,1,92,1,3,8,24,24
2,1,83,49,1,5,15,32
2,1,51,84,2,8,40,40
2,1,92,1,2,4,8,8
2,1,61,1,1,4,12,12
2,1,92,1,2,4,12,12
2,1,83,42,1,4,28,28
2,1,52,47,1,8,48,48
2,1,83,36,1,5,35,35
2,1,83,11,1,8,56,56
2,1,52,47,1,10,70,70
2,1,61,1,1,4,12,12
2,1,96,46,1,5,25,25
2,1,52,47,1,8,48,48
2,1,91,96,3,4,12,12
2,1,93,41,3,8,32,32
2,1,93,41,3,8,32,32
2,1,93,41,3,8,40,40
2,1,52,56,1,6,42,42
2,1,22,86,1,8,40,40
2,1,93,41,3,8,40,40
2,1,61,1,1,4,12,12
2,1,61,1,1,4,12,12
2,1,93,41,3,8,24,24
2,1,54,86,1,8,40,40
2,1,52,47,1,10,70,70
2,1,23,85,1,8,40,40
2,1,83,49,1,8,48,48
2,1,52,47,1,8,48,48
2,1,93,41,3,8,32,32
2,1,52,47,1,10,70,70
2,1,61,1,1,4,8,8
2,1,32,84,1,8,24,24
2,1,31,84,1,8,40,40
2,1,92,1,1,8,40,40
2,1,92,1,1,4,20,20
2,1,91,96,2,8,48,48
2,1,92,1,2,8,40,40
2,1,92,1,1,8,40,40
2,1,92,1,2,8,32,32
2,1,92,1,2,8,40,40
2,1,92,1,2,8,48,48
2,1,83,96,1,8,40,40
2,1,93,23,1,8,40,40
2,1,83,49,1,8,48,48
2,1,93,10,1,8,48,48
2,1,91,96,1,10,60,60
2,1,52,47,2,8,40,40
2,1,92,1,2,8,16,16
2,1,61,1,1,8,40,40
2,1,92,1,1,4,12,28
2,1,93,41,3,8,40,40
2,1,14,47,1,2,4,4
2,1,61,1,1,2,4,4
2,1,13,11,1,8,48,48
2,1,93,11,1,8,48,48
2,1,13,23,1,8,40,40
2,1,14,56,1,8,48,48
2,1,21,84,1,8,40,40
2,1,14,47,1,10,70,70
2,1,75,10,2,4,28,28
2,1,91,96,1,8,40,40
2,1,81,7,2,8,40,40
2,1,83,49,1,8,48,48
2,1,33,86,1,8,48,48
2,1,52,47,1,10,70,70
2,1,23,85,1,8,40,40
2,1,52,47,1,10,70,70
2,1,61,1,1,2,2,2
2,1,83,49,1,8,48,48
2,1,51,96,1,8,48,48
2,1,42,92,1,6,42,42
2,1,42,92,1,6,42,42
2,1,61,1,1,4,20,20
2,3,52,47,1,12,84,84
2,2,52,47,1,6,30,30
2,3,52,47,1,10,70,70
2,1,52,47,2,8,48,48
2,1,92,1,1,8,40,40
2,1,61,1,1,8,56,56
2,1,83,46,1,8,48,48
2,1,92,1,1,4,20,20
2,1,92,1,1,8,32,32
2,1,52,47,1,10,60,60
2,1,92,1,1,6,24,24
2,1,92,1,2,8,16,16
2,1,92,1,2,8,40,40
2,1,92,1,2,8,32,32
2,1,61,1,1,4,16,16
2,1,54,80,1,8,48,48
2,1,54,80,1,8,40,40
2,1,92,1,1,8,40,40
2,1,72,45,1,8,48,48
2,1,52,47,1,8,56,56
2,1,92,1,1,6,36,36
2,1,43,86,1,8,40,40
2,1,61,1,1,3,15,15
2,1,91,96,1,5,15,15
2,1,83,47,1,8,48,48
2,1,41,47,1,8,48,48
2,1,92,1,1,5,35,35
2,1,92,1,1,6,24,24
2,1,52,56,1,8,48,48
2,1,92,1,1,8,24,24
2,1,92,1,1,5,20,36
2,1,92,1,1,8,40,40
2,1,92,1,1,5,30,30
2,1,61,1,1,5,15,15
2,1,91,96,1,8,40,40
2,1,92,1,1,6,36,36
2,1,83,49,1,10,70,70
2,1,92,1,1,6,36,42
2,1,96,46,1,8,56,56
2,1,93,41,3,8,40,40
2,1,92,1,2,8,32,32
2,1,61,1,1,8,40,40
2,1,32,84,1,8,16,16
2,1,93,41,3,8,48,48
2,1,92,1,2,8,40,40
2,1,92,1,2,8,40,40
2,1,61,1,1,8,40,40
2,1,92,1,1,8,24,24
2,1,96,47,2,8,48,48
2,1,61,1,1,4,24,48
2,1,92,1,2,8,40,40
2,1,92,1,2,8,32,32
2,1,96,11,2,8,48,48
2,1,61,1,1,8,40,40
2,1,61,1,1,8,40,40
2,1,75,10,2,4,24,24
2,1,61,1,1,5,30,30
2,1,92,1,1,4,20,20
2,1,11,84,1,8,8,8
2,1,54,84,1,8,40,40
2,1,95,47,1,8,40,40
2,1,52,47,1,12,84,84
2,1,93,41,3,8,48,48
2,1,93,41,3,8,40,40
2,1,93,41,3,8,48,48
2,1,83,41,1,8,48,56
2,1,42,92,1,4,28,28
2,3,52,47,1,12,84,84
2,1,93,41,3,8,48,48
2,1,92,1,2,8,40,40
2,1,61,1,1,4,20,20
2,1,92,1,1,4,20,20
2,1,61,1,1,8,24,24
2,1,92,1,1,8,24,24
2,1,93,41,3,8,48,48
2,1,92,1,1,8,24,24
2,1,92,1,2,8,40,40
2,1,92,1,2,8,40,40
2,1,92,1,1,8,48,48
2,1,92,1,2,8,40,40
2,1,61,1,1,4,20,28
2,1,54,80,1,12,48,48
2,1,61,1,1,5,20,20
2,1,83,49,1,10,60,60
2,1,61,1,1,4,16,16
2,1,52,47,1,8,56,56
2,1,61,1,1,5,15,15
2,1,52,47,1,8,56,56
2,1,22,86,1,8,48,48
2,1,41,36,1,8,48,48
2,1,42,64,1,8,48,48
2,1,92,1,1,6,30,46
2,1,12,64,1,8,48,48
2,1,23,85,1,8,40,40
2,1,63,1,1,3,21,21
2,1,83,49,1,8,48,48
2,1,91,96,1,8,48,48
2,1,61,1,1,5,35,35
2,1,91,96,3,8,40,40
2,1,51,56,1,8,48,48
2,1,92,1,1,5,20,20
2,1,93,41,1,8,48,48
2,1,52,47,1,10,60,60
2,1,92,1,1,6,24,40
2,1,71,41,1,8,48,48
2,1,54,80,1,8,48,48
2,1,91,96,1,8,56,56
2,1,92,1,1,5,25,25
2,1,23,85,1,8,40,40
2,1,61,1,1,5,30,30
2,1,52,47,1,6,36,36
2,1,92,1,1,6,36,36
2,1,92,1,2,5,20,20
2,1,93,41,1,8,48,48
2,1,71,43,1,8,48,48
2,3,52,47,1,10,70,70
2,1,11,84,2,8,40,48
2,1,83,49,2,5,25,25
2,1,61,1,2,8,48,48
2,1,61,1,2,8,32,48
2,1,52,47,2,10,8,60
2,1,54,84,1,8,48,48
2,1,92,1,2,8,48,48
2,1,93,41,2,8,48,60
2,1,61,1,2,8,40,40
2,1,72,25,2,8,40,40
2,1,32,84,2,5,25,25
2,1,44,84,1,8,40,40
2,1,61,1,2,8,32,32
2,1,92,1,2,8,8,8
2,1,92,1,2,8,8,8
2,1,23,85,1,8,40,40
2,1,54,80,1,8,48,48
2,1,11,84,2,5,5,5
2,1,54,80,1,8,48,48
2,1,61,1,2,5,30,30
2,3,52,47,1,8,60,60
2,1,51,56,2,8,48,48
2,1,52,56,2,8,48,48
2,1,93,41,3,8,48,48
2,1,51,56,2,8,48,48
2,1,71,41,3,8,48,48
2,1,52,47,2,8,40,40
2,1,62,3,2,5,35,48
2,1,61,1,2,5,35,35
2,1,61,1,2,6,36,48
2,1,92,1,1,8,48,48
2,1,93,41,3,8,48,48
2,1,92,1,2,8,48,48
2,1,71,41,3,8,48,48
2,1,41,84,1,8,40,40
2,1,72,33,1,8,48,48
2,1,32,84,1,8,8,8
2,1,96,53,1,8,48,48
2,1,83,49,1,8,48,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,91,96,1,8,48,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,93,23,1,8,48,48
2,1,71,41,3,8,48,48
2,1,93,23,1,8,48,48
2,1,93,23,1,8,48,48
2,1,13,64,1,8,48,48
2,1,83,49,1,8,48,48
2,1,91,96,2,4,8,8
2,1,53,96,1,8,48,48
2,1,52,47,1,10,65,65
2,1,91,96,1,4,24,24
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,51,56,1,8,48,48
2,1,13,11,1,8,56,56
2,1,42,64,1,8,40,40
2,1,41,65,1,8,40,40
2,1,93,46,1,8,48,48
2,1,61,1,1,8,48,48
2,1,22,86,1,8,40,40
2,1,52,47,1,10,70,70
2,1,52,47,1,10,45,45
2,1,52,47,1,10,60,60
2,1,42,55,1,8,48,48
2,1,41,47,1,8,48,48
2,1,61,1,1,5,30,30
2,1,96,53,1,8,48,48
2,1,52,47,2,8,48,48
2,1,41,84,1,8,40,40
2,1,22,86,1,8,40,40
2,1,71,41,3,8,48,48
2,1,34,74,1,8,16,16
2,1,93,41,3,8,32,32
2,1,83,96,1,12,24,24
2,1,51,84,1,8,40,40
2,1,21,18,1,8,48,48
2,1,93,41,3,8,48,48
2,1,61,1,1,8,48,48
2,1,61,1,1,3,21,21
2,1,92,1,2,8,8,8
2,1,54,84,1,8,48,48
2,1,61,1,1,8,48,48
2,1,91,96,1,4,8,8
2,1,52,56,1,10,60,60
2,1,96,84,1,8,8,8
2,1,91,96,1,8,48,48
2,1,71,43,2,6,18,18
2,1,93,41,3,8,48,48
2,1,94,56,1,8,48,48
2,1,71,43,2,8,32,32
2,1,71,41,3,8,48,48
2,1,83,49,1,8,48,48
2,1,94,56,1,8,48,48
2,1,52,47,1,10,60,60
2,1,72,45,1,8,48,48
2,1,61,1,1,8,48,48
2,1,41,84,1,8,40,40
2,1,61,1,1,5,25,48
2,1,52,47,1,12,72,72
2,1,52,47,2,8,8,8
2,1,93,84,2,8,40,40
2,1,52,47,2,12,72,72
2,1,52,47,2,5,25,25
2,1,23,85,1,8,40,40
2,1,61,1,2,8,30,60
2,1,52,47,2,8,48,60
2,1,95,47,2,6,36,48
2,1,95,47,2,8,48,48
2,1,52,47,2,8,48,48
2,1,23,85,1,8,40,40
2,1,93,41,2,8,48,48
2,1,61,1,2,8,40,60
2,1,22,85,1,8,40,40
2,1,52,56,2,12,40,72
2,1,22,86,1,8,40,40
2,1,83,86,1,8,40,40
2,1,32,86,1,8,40,40
2,1,71,41,3,8,48,48
2,1,52,47,2,8,40,40
2,1,93,41,3,8,48,48
2,1,61,1,2,8,48,48
2,1,92,1,2,5,30,48
2,1,61,1,2,8,40,40
2,1,92,1,2,5,25,48
2,1,52,47,2,8,48,48
2,1,83,49,2,8,40,40
2,1,93,42,2,8,48,72
2,1,92,1,2,8,32,32
2,1,73,23,2,8,48,48
2,1,23,85,1,8,40,40
2,1,41,84,1,8,40,40
2,1,63,1,2,5,30,40
2,1,92,1,2,5,30,30
2,1,83,52,2,8,48,58
2,1,51,96,2,5,30,30
2,1,93,41,3,8,48,48
2,1,61,1,2,6,30,40
2,1,91,81,2,8,48,48
2,1,21,7,2,12,48,48
2,1,32,84,1,8,48,48
2,1,92,1,2,8,32,32
2,1,71,41,3,8,48,48
2,1,93,41,3,8,8,8
2,1,93,41,3,8,8,8
2,1,71,41,3,8,48,48
2,1,95,47,2,5,30,48
2,1,2,84,1,8,40,40
2,1,23,85,1,8,40,40
2,1,93,41,3,8,48,48
2,2,52,47,2,5,30,30
2,3,52,47,2,12,72,72
2,1,54,84,2,5,25,40
2,1,43,47,2,8,48,56
2,1,52,92,2,6,42,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,52,47,1,12,72,72
2,1,91,84,2,8,40,56
2,1,52,47,1,12,72,72
2,1,23,85,1,8,40,40
2,1,52,47,1,8,48,48
2,1,52,47,1,5,10,10
2,1,93,41,3,8,48,48
2,1,52,47,1,10,65,65
2,1,23,85,1,8,40,40
2,1,52,56,1,8,48,48
2,1,96,53,1,8,48,48
2,1,51,96,1,8,48,48
2,1,83,49,1,6,42,42
2,1,52,47,1,10,70,70
2,1,13,11,1,10,70,70
2,1,54,80,1,8,40,40
2,1,41,84,1,8,40,40
2,1,83,49,1,8,48,48
2,1,41,69,1,8,40,40
2,1,95,47,1,6,42,42
2,1,95,47,1,6,42,42
2,1,35,84,1,8,40,40
2,1,23,85,1,8,40,40
2,1,93,41,3,8,48,48
2,2,52,47,1,5,30,30
2,1,61,1,1,8,43,43
2,1,61,1,1,8,47,47
2,1,41,84,2,8,40,40
2,1,92,1,2,8,40,40
2,1,21,42,1,8,48,48
2,1,41,42,2,8,48,48
2,1,93,41,3,8,24,24
2,1,53,96,2,8,40,40
2,1,61,1,1,8,45,45
2,1,92,1,2,8,29,29
2,1,92,1,2,4,4,4
2,1,92,1,2,8,8,8
2,1,52,47,1,6,24,24
2,1,41,84,2,8,40,40
2,1,83,86,2,8,40,40
2,1,73,23,2,9,54,54
2,1,61,1,1,8,49,49
2,1,91,96,3,6,24,24
2,1,92,1,3,8,24,24
2,1,92,1,3,8,8,8
2,1,93,52,2,8,48,48
2,1,96,84,2,8,40,40
2,1,93,41,3,8,48,48
2,1,83,42,2,8,56,56
2,1,44,85,1,8,40,40
2,1,52,64,1,8,48,48
2,1,61,1,1,8,42,42
2,1,92,1,2,8,6,6
2,1,93,41,3,8,16,24
2,1,92,1,3,8,24,24
2,1,93,41,3,8,48,48
2,1,61,1,1,8,43,43
2,1,92,1,1,8,24,24
2,1,92,1,2,8,8,8
2,1,92,1,3,8,48,48
2,1,91,96,3,6,18,18
2,1,61,1,1,8,38,38
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,54,84,1,8,40,40
2,1,83,49,2,8,48,48
2,1,42,55,2,9,54,54
2,1,91,86,2,8,40,40
2,1,22,86,1,8,40,40
2,1,83,49,2,8,40,40
2,1,52,56,2,8,40,40
2,1,71,41,2,8,24,24
2,1,83,49,2,8,40,40
2,1,73,18,2,8,48,48
2,1,52,47,2,8,48,48
2,1,93,41,2,8,48,48
2,1,91,96,2,6,24,24
2,1,52,47,1,9,54,54
2,1,52,47,2,2,6,6
2,1,51,56,2,8,48,48
2,1,52,56,2,9,54,54
2,1,42,84,2,8,40,40
2,2,25,62,2,8,40,40
2,1,24,84,2,8,40,48
2,1,13,11,2,4,24,24
2,1,83,49,1,8,32,48
2,1,52,47,1,8,48,48
2,1,61,1,1,4,16,24
2,1,92,1,2,1,2,2
2,1,61,1,1,8,40,40
2,1,92,1,2,8,40,40
2,1,93,10,2,9,54,54
2,1,61,1,1,4,16,16
2,1,92,1,1,2,8,16
2,1,61,1,2,2,8,8
2,1,61,1,1,8,40,40
2,1,24,47,1,8,48,48
2,1,61,1,2,1,4,4
2,1,93,41,2,8,40,40
2,1,92,1,3,8,40,48
2,1,61,1,2,4,20,20
2,1,61,1,1,4,20,20
2,1,92,1,2,1,2,2
2,1,11,84,2,8,16,24
2,1,61,1,1,8,40,40
2,1,93,41,2,8,40,40
2,1,51,96,1,8,40,40
2,1,71,41,2,8,8,8
2,1,52,47,2,6,24,24
2,1,96,10,2,8,48,48
2,1,94,56,2,9,54,54
2,2,52,47,2,4,20,20
2,1,13,3,1,8,48,48
2,1,92,3,2,8,48,48
2,1,54,84,1,8,40,40
2,1,22,84,1,8,40,40
2,1,92,1,2,2,8,16
2,1,61,1,2,2,8,8
2,1,61,1,1,4,20,28
2,1,91,96,1,9,54,54
2,1,11,84,1,8,40,48
2,1,23,85,1,8,40,40
2,1,91,84,2,8,40,40
2,1,32,84,2,8,16,16
2,1,92,1,3,8,16,16
2,1,83,1,3,8,48,48
2,1,61,1,1,3,12,20
2,1,93,41,2,8,32,40
2,1,23,85,2,4,20,20
2,1,92,1,3,8,16,16
2,1,92,1,1,4,28,28
2,1,61,1,1,2,8,8
2,1,92,1,1,2,8,8
2,1,54,80,2,8,48,48
2,1,92,1,3,4,16,32
2,1,92,1,3,8,24,24
2,1,92,1,1,4,16,24
2,1,61,1,1,6,36,36
2,1,92,1,2,6,18,18
2,1,93,47,2,9,54,54
2,1,23,85,1,8,40,40
2,1,92,1,3,4,8,8
2,1,93,41,2,8,48,48
2,1,93,41,2,8,48,48
2,1,93,10,2,8,48,48
2,1,93,41,2,8,24,24
2,1,91,96,1,8,48,48
2,1,93,41,2,8,48,48
2,1,92,1,3,8,16,23
2,1,24,85,2,8,40,40
2,1,93,41,2,8,48,48
2,1,52,47,1,8,48,48
2,1,61,1,1,2,8,8
2,1,61,1,1,4,12,20
2,1,92,1,2,2,8,16
2,1,96,53,2,8,48,48
2,1,23,85,1,8,40,40
2,1,61,1,1,8,40,48
2,1,52,47,2,12,24,24
2,1,93,31,1,15,80,80
2,1,92,1,3,8,16,16
2,1,61,1,1,8,48,48
2,1,92,1,3,8,16,16
2,1,96,84,2,8,40,40
2,1,92,1,3,8,8,8
2,1,92,1,3,8,8,8
2,1,61,1,1,8,20,20
2,1,13,10,1,8,24,24
2,1,96,84,2,8,40,40
2,1,92,1,3,8,32,32
2,1,92,1,3,8,8,8
2,1,92,1,3,8,8,8
2,1,61,1,1,8,48,48
2,1,92,1,1,8,32,32
2,1,92,1,3,8,16,16
2,1,61,1,1,8,48,48
2,1,23,85,1,8,40,40
2,1,61,1,1,8,36,36
2,1,23,85,1,8,40,40
2,1,92,1,3,8,16,16
2,1,61,1,1,8,45,45
2,1,61,1,1,8,52,52
2,1,92,1,1,8,52,52
2,1,61,1,1,4,4,4
2,1,92,1,3,8,8,8
2,1,42,45,1,8,48,48
2,1,52,47,2,9,54,54
2,1,93,41,3,8,48,48
2,1,23,85,1,8,40,40
2,1,41,64,1,8,44,44
2,1,61,1,1,8,48,48
2,1,61,1,1,8,50,50
2,1,92,1,1,8,43,43
2,1,93,41,3,8,48,48
2,1,93,41,3,8,48,48
2,1,11,84,1,8,48,48
2,1,42,84,2,8,40,40
2,1,61,1,1,10,53,53
2,1,92,1,1,8,8,8
2,1,92,1,2,8,8,8
2,1,61,1,1,8,46,46
3,1,51,96,1,8,16,16
3,1,42,45,1,8,48,48
3,1,33,56,1,8,48,48
3,2,52,47,1,5,20,20
3,1,82,27,1,8,48,48
3,1,32,86,1,8,48,48
3,1,83,49,1,8,40,40
3,1,53,86,1,8,40,40
3,1,61,1,1,5,35,35
3,1,14,47,1,3,12,12
3,1,24,47,1,8,40,40
3,1,23,85,1,8,40,40
3,1,83,49,2,9,54,54
3,1,94,56,2,8,48,48
3,1,93,41,1,8,48,48
3,1,91,96,1,9,54,54
3,1,71,41,1,8,48,48
3,1,93,41,1,8,48,48
3,1,96,47,2,8,48,48
3,1,83,49,2,8,32,32
3,1,93,41,2,8,48,48
3,1,93,41,2,8,48,48
3,1,83,49,1,9,54,54
3,1,32,84,2,8,40,40
3,1,22,86,1,8,40,40
3,1,71,41,2,8,48,48
3,3,52,47,1,10,70,70
3,1,91,47,1,8,48,48
3,1,71,84,1,8,40,40
3,1,74,35,1,8,48,48
3,2,52,47,2,4,28,28
3,1,41,85,1,8,48,48
3,1,83,49,1,9,54,54
3,1,83,49,1,7,42,66
3,1,51,56,1,8,48,48
3,1,93,41,1,8,48,48
3,1,91,96,1,7,21,21
3,1,93,41,2,8,48,48
3,1,93,41,2,8,48,48
3,3,52,47,1,9,63,63
3,1,96,78,2,8,40,40
3,3,93,47,2,6,12,12
3,3,93,47,2,5,35,35
3,1,93,47,2,9,63,63
3,1,52,47,1,9,63,63
3,1,52,47,2,10,70,70
3,1,52,47,2,10,70,70
3,1,75,47,1,3,3,3
3,1,62,3,1,10,60,60
3,1,11,84,1,8,8,8
3,1,14,47,1,8,56,56
3,1,93,41,3,8,48,48
3,1,91,96,1,4,28,28
3,1,52,47,2,8,48,48
3,1,54,84,1,12,72,72
3,1,52,47,1,8,48,48
3,1,75,47,1,8,48,48
3,1,52,47,1,8,48,48
3,1,92,3,1,12,36,36
3,1,93,41,3,8,24,24
3,1,71,41,3,8,24,24
3,1,51,96,1,10,60,60
3,1,92,3,1,5,35,35
3,1,92,3,1,5,35,35
3,1,91,84,1,8,40,40
3,1,93,41,3,8,48,48
3,1,83,49,1,3,18,18
3,1,93,41,1,8,48,48
3,1,75,10,1,4,28,28
3,1,75,14,1,10,40,40
3,1,52,47,1,8,48,48
3,1,53,86,1,8,48,48
3,1,32,86,1,8,48,48
3,1,42,92,1,6,42,42
3,1,42,92,1,6,42,42
3,1,21,35,1,8,48,48
3,1,71,84,1,8,40,40
3,1,52,47,1,8,48,48
3,1,52,47,1,6,36,36
3,1,43,47,1,8,40,40
3,1,92,3,1,8,8,8
3,1,75,95,1,8,16,16
3,1,94,56,2,8,48,48
3,1,42,92,1,6,18,18
3,1,75,10,1,3,12,12
3,1,93,10,1,3,12,12
3,1,53,87,1,8,48,48
3,1,91,56,1,8,48,48
3,1,51,96,1,8,48,48
3,1,52,47,1,8,48,48
3,1,51,56,1,8,48,48
3,1,11,84,1,8,56,56
3,1,23,85,1,6,30,65
3,1,11,84,1,8,40,40
3,1,41,42,1,8,48,48
3,1,21,35,1,8,40,40
3,1,81,84,1,8,48,48
3,1,41,84,1,8,40,40
3,1,21,41,1,8,48,48
3,1,52,47,2,9,54,54
3,1,71,41,1,8,48,48
3,1,51,96,2,4,12,12
3,1,32,84,1,8,40,40
3,1,83,49,1,9,54,54
3,1,54,84,2,8,40,40
3,1,41,84,1,8,40,40
3,1,23,85,1,8,40,40
3,1,83,49,1,9,54,54
3,3,52,47,1,9,63,63
3,1,32,19,2,8,48,48
3,1,71,41,1,8,48,48
3,1,51,56,1,8,48,48
3,1,52,56,2,7,42,42
3,1,91,55,1,8,48,48
3,1,93,41,1,8,48,48
3,1,51,55,1,7,42,42
3,1,43,55,1,8,48,48
3,1,93,41,2,8,48,48
3,1,52,56,2,5,30,30
3,1,93,47,1,7,49,49
3,1,52,47,1,8,56,56
3,1,12,55,2,4,28,28
3,1,41,55,2,8,48,48
3,1,91,96,2,9,45,45
3,1,54,55,1,8,48,48
3,1,92,1,2,8,48,48
3,1,52,47,1,9,63,63
3,1,93,47,2,7,35,35
3,1,52,56,2,7,42,42
3,1,91,26,1,8,48,48
3,3,52,47,1,9,63,63
3,1,91,55,2,8,48,48
3,1,92,1,2,7,42,42
3,1,93,41,2,8,48,48
3,1,75,14,1,8,48,48
3,1,92,1,2,8,40,40
3,1,93,41,1,8,48,48
3,1,54,84,1,8,40,40
3,1,91,55,2,8,48,48
3,1,14,47,1,8,48,48
3,1,52,47,1,8,48,48
3,1,71,41,1,8,48,48
3,1,52,56,2,7,42,42
3,1,51,55,1,8,48,48
3,1,91,55,1,8,48,48
3,1,72,45,2,8,48,48
3,1,52,47,1,5,30,30
3,2,52,47,2,3,9,9
3,1,83,49,1,8,40,50
3,1,52,47,2,8,48,48
3,1,91,96,3,8,16,16
3,1,91,96,3,8,24,24
3,1,26,56,2,6,24,24
3,1,52,47,1,8,48,48
3,1,93,47,1,8,48,48
3,1,52,47,2,8,48,48
3,1,93,41,3,8,40,40
3,3,52,47,1,8,56,56
3,3,93,47,1,4,28,28
3,2,52,47,1,5,30,30
3,1,52,56,1,8,48,48
3,1,33,46,1,6,36,36
3,1,53,88,2,8,48,48
3,1,74,43,1,8,40,40
3,1,83,49,1,8,40,40
3,1,91,96,1,9,63,63
3,1,93,41,3,8,48,48
3,1,51,96,3,7,35,35
3,1,91,96,1,10,60,60
3,1,52,47,1,8,48,48
3,1,51,56,1,8,48,48
3,1,96,84,1,8,40,40
3,1,75,95,1,5,35,35
3,1,42,64,1,8,48,48
3,1,83,49,2,12,24,24
3,1,51,96,1,8,16,16
3,1,52,47,1,8,48,48
3,1,52,47,3,8,48,48
3,1,93,41,3,8,40,40
3,1,75,10,1,5,35,35
3,1,41,10,1,8,48,48
3,1,93,10,1,8,48,48
3,1,52,47,1,5,35,35
3,1,33,68,1,8,40,40
3,1,71,41,1,8,48,48
3,1,72,41,1,8,48,48
3,3,75,95,1,3,21,21
3,1,42,82,1,8,40,40
3,1,52,47,1,8,48,48
3,1,83,49,1,8,48,48
3,1,32,84,1,8,24,24
3,3,52,47,1,10,60,60
3,3,52,47,1,10,60,60
3,1,93,41,1,8,48,48
3,1,83,49,1,10,50,50
3,1,93,16,1,8,48,48
3,1,71,41,1,8,48,48
3,1,91,96,1,6,36,36
