Region,C09-Work Indicator,C10-Job Indicator,"C11 - Location of Work (Province, Municipality)",C13-Major Occupation Group,C15-Major Industry Group,C16-Nature of Employment (Primary Occupation),C21-Class of Worker (Primary Occupation)
13,1,35,95,1,8,48,48
13,1,35,95,1,8,48,48
13,1,33,69,1,8,40,40
13,1,91,96,1,10,70,70
13,1,31,41,1,8,48,48
13,2,52,47,1,8,40,40
13,1,41,84,1,8,40,40
13,1,51,96,1,8,48,48
13,1,83,49,1,14,98,98
13,1,51,56,1,8,48,48
13,1,52,56,1,8,48,48
13,1,94,56,1,8,48,48
13,1,94,56,1,8,24,24
13,1,74,41,1,8,48,48
13,2,52,47,1,5,35,35
13,1,93,49,1,6,24,24
13,1,74,33,1,5,15,15
13,1,34,74,1,10,30,30
13,1,96,66,1,8,40,40
13,1,42,82,1,8,40,40
13,1,52,47,1,8,48,48
13,1,52,47,1,7,49,49
13,1,52,47,1,12,84,84
13,1,52,47,1,12,84,84
13,1,52,47,1,12,84,84
13,1,25,82,1,8,40,40
13,1,41,42,1,8,40,40
13,1,52,47,1,5,35,35
13,1,81,96,1,8,48,48
13,1,81,96,1,8,48,48
13,1,83,53,1,8,40,40
13,1,51,56,1,8,16,16
13,1,51,56,1,6,30,30
13,1,42,82,1,8,40,40
13,1,83,53,1,8,40,40
13,1,52,56,1,12,84,84
13,1,41,64,1,8,40,40
13,1,42,82,1,8,40,40
13,1,52,56,1,5,20,20
13,1,43,52,1,8,32,32
13,1,52,56,1,5,20,20
13,1,42,82,1,8,32,32
13,1,52,35,1,8,40,40
13,1,12,78,1,8,48,48
13,1,14,47,1,4,24,24
13,1,93,49,1,5,35,35
13,1,24,41,1,8,40,40
13,1,32,84,1,8,40,40
13,1,24,64,1,8,40,40
13,1,24,64,1,8,40,40
13,1,52,47,1,10,60,60
13,1,83,49,1,10,30,30
13,1,96,47,1,10,60,60
13,1,52,47,1,8,48,48
13,1,52,47,1,10,70,70
13,1,52,56,1,10,60,60
13,1,91,96,1,8,48,48
13,1,91,96,1,8,48,48
13,1,54,80,1,12,72,72
13,1,41,82,1,8,40,40
13,1,83,52,1,8,48,48
13,1,83,52,1,8,52,52
13,1,51,81,1,8,48,48
13,1,51,81,1,8,48,48
13,1,91,96,1,8,48,48
13,1,33,68,1,8,48,48
13,1,33,68,1,8,48,48
13,1,41,47,2,8,66,66
13,1,33,92,1,12,48,48
13,1,42,82,1,8,40,40
13,1,26,79,1,8,48,48
13,2,52,47,1,8,56,56
13,1,51,56,1,8,40,40
13,1,24,69,1,8,48,48
13,1,83,65,1,8,48,48
13,1,51,55,1,8,48,48
13,1,51,87,1,10,60,60
13,1,52,47,1,10,60,60
13,1,71,41,2,8,32,32
13,1,93,49,1,9,54,54
13,1,91,96,2,8,24,24
13,1,93,52,1,8,48,48
13,1,93,49,1,5,35,35
13,1,71,41,1,8,48,48
13,1,51,56,1,8,48,48
13,1,52,47,1,8,48,48
13,1,43,28,1,8,48,48
13,1,51,81,1,8,48,48
13,1,93,49,1,10,70,70
13,1,93,49,1,10,70,70
13,1,93,41,1,8,57,57
13,3,52,47,1,12,84,84
13,1,83,49,1,15,60,60
13,1,54,84,1,4,24,24
13,1,93,49,1,12,84,84
13,1,71,41,1,8,48,48
13,1,42,82,1,8,40,40
13,1,71,41,2,8,48,48
13,1,83,53,1,10,60,60
13,1,71,41,1,8,48,48
13,1,83,11,1,8,48,48
13,1,42,82,1,8,40,40
13,1,42,82,1,8,40,40
13,1,71,41,1,8,48,48
13,1,93,49,1,10,70,70
13,1,83,53,1,10,60,60
13,1,52,47,1,8,48,48
13,1,52,47,1,8,48,48
13,1,41,47,1,8,48,48
13,1,41,64,2,8,40,40
13,1,42,82,1,8,40,40
13,1,83,49,1,10,60,60
13,1,96,49,1,10,60,60
13,1,51,56,1,8,48,48
13,1,52,47,1,8,48,48
13,1,91,96,1,8,48,48
13,1,41,69,1,8,48,48
13,1,41,69,1,8,44,44
13,3,52,47,1,10,70,70
13,1,54,80,1,12,72,72
13,1,52,56,2,8,48,48
13,1,91,96,1,8,48,48
13,1,41,78,1,8,40,40
13,1,42,82,1,8,40,40
13,1,26,79,2,8,40,40
13,1,74,41,1,8,40,40
13,1,43,47,1,8,48,48
13,1,51,81,1,8,48,48
13,1,52,47,2,8,40,40
13,1,42,55,1,8,48,48
13,1,42,82,1,8,40,40
13,1,83,52,1,8,48,48
13,1,21,42,1,8,50,50
13,1,43,82,1,8,48,48
13,1,94,56,1,8,48,48
13,1,93,41,1,8,48,48
13,1,52,47,1,8,56,56
13,1,52,47,1,8,48,48
13,1,52,47,1,8,48,48
13,1,41,41,1,8,48,48
13,1,23,85,2,8,40,40
13,1,42,82,2,8,40,40
13,1,51,96,1,8,24,24
13,1,52,47,1,8,48,48
13,1,14,46,1,8,48,48
13,1,91,96,1,12,84,84
13,3,52,47,1,10,70,70
13,2,52,47,2,5,20,20
13,1,91,96,1,12,72,72
13,1,83,49,1,8,48,48
13,1,41,84,1,8,40,40
13,1,42,82,1,8,48,48
13,1,71,41,2,8,48,48
13,1,42,92,2,5,15,15
13,1,51,96,2,8,48,48
13,1,96,68,1,3,15,15
13,2,52,47,1,3,21,21
13,1,51,56,1,8,48,48
13,1,96,38,2,5,15,15
13,1,51,68,1,3,21,21
13,1,91,96,1,3,6,6
13,1,83,49,1,10,70,70
13,1,52,47,1,8,40,40
13,3,52,47,1,10,70,70
13,1,71,41,3,8,24,24
13,1,52,47,1,10,70,70
13,1,52,47,1,10,70,70
13,1,51,81,1,8,48,48
13,1,42,82,1,8,40,40
13,1,42,82,1,8,40,40
13,1,54,80,1,8,48,48
13,1,83,47,1,10,30,30
13,1,83,49,1,10,70,70
13,2,52,47,2,3,15,15
13,1,42,82,1,8,40,40
13,1,42,82,1,8,40,40
13,1,51,68,2,5,25,25
13,3,52,47,1,12,84,84
13,3,52,47,1,12,84,84
13,1,33,53,1,8,40,40
13,1,43,53,2,8,40,40
13,1,41,70,1,8,40,40
13,1,95,47,2,5,25,25
13,1,83,49,1,10,50,50
13,1,83,49,1,10,60,60
13,1,42,64,1,8,40,40
13,1,12,84,1,8,40,40
13,1,42,82,1,8,40,40
13,1,42,82,1,8,40,40
13,1,42,82,1,8,40,40
13,1,51,96,3,3,15,15
13,1,35,62,2,8,40,40
13,1,51,96,1,5,25,25
13,1,83,84,1,8,40,40
13,1,83,49,1,12,48,48
13,1,95,47,1,8,40,40
13,2,41,65,1,8,40,40
13,2,25,71,1,5,15,15
13,1,83,46,1,8,48,48
13,1,52,47,1,8,48,48
13,1,41,84,2,8,40,40
13,1,42,82,2,8,40,40
13,1,96,53,2,10,70,70
13,1,83,49,1,10,70,70
13,1,52,47,1,8,48,48
13,1,83,52,2,8,16,16
13,1,41,82,1,8,48,48
13,1,96,53,2,8,32,32
13,1,51,87,2,8,8,8
13,1,41,82,2,8,40,40
13,1,93,41,2,8,48,48
13,1,93,41,2,8,48,48
13,1,41,84,2,8,40,40
13,1,51,55,2,8,48,48
13,2,25,62,1,10,50,50
13,1,25,62,1,8,40,40
13,5,41,82,1,8,40,40
13,1,23,85,1,8,40,40
13,1,52,56,2,6,30,30
13,1,52,56,2,6,30,30
13,3,52,47,1,10,70,70
13,1,41,65,1,8,48,48
13,1,96,53,1,8,48,48
13,1,94,56,2,8,48,48
13,1,93,41,2,8,24,24
13,1,96,46,2,3,9,9
13,1,93,41,2,8,24,24
13,1,93,41,1,8,24,24
13,1,52,47,1,8,48,48
13,1,52,47,1,8,48,48
13,1,93,43,1,4,24,24
13,1,42,64,1,5,15,15
13,1,93,41,2,8,24,24
13,1,33,46,1,8,40,40
13,1,33,78,1,8,40,40
13,1,52,47,1,8,40,40
13,1,51,56,1,8,48,48
13,1,51,96,1,3,15,15
13,1,93,41,2,8,48,48
13,1,41,82,2,8,48,48
13,1,75,14,1,8,48,48
13,1,93,82,2,8,48,48
13,1,93,41,2,8,48,48
13,1,73,18,1,8,48,48
13,1,73,18,2,8,48,48
13,1,52,47,1,10,60,60
13,1,25,62,2,8,40,40
13,1,52,47,1,10,60,60
13,1,93,23,1,8,48,48
13,1,23,85,2,8,40,40
13,1,72,47,1,8,48,48
13,1,41,82,1,8,40,40
13,1,52,47,1,6,42,42
13,1,41,82,1,8,24,24
13,1,83,52,1,8,40,40
13,1,41,84,1,8,40,40
13,1,21,42,2,8,40,40
13,1,41,84,1,8,40,40
13,1,42,82,1,8,40,40
13,1,83,49,1,13,52,52
13,1,42,82,1,8,40,40
13,1,51,56,1,8,48,48
13,1,51,56,1,8,48,48
13,1,25,62,1,8,40,40
13,1,51,56,1,8,48,48
13,1,83,52,1,8,40,40
13,1,52,47,2,8,24,24
13,1,43,52,1,8,40,40
13,1,51,55,3,4,8,8
13,1,72,33,2,8,48,48
13,1,93,41,2,8,48,48
13,1,52,47,2,8,48,48
13,1,42,49,2,8,48,48
13,1,51,56,1,8,48,48
13,1,51,56,2,9,54,54
13,1,83,49,2,8,48,48
13,1,41,84,2,8,40,40
13,1,42,82,1,8,40,40
13,1,52,56,2,8,48,48
13,1,93,41,2,8,48,48
13,1,52,56,1,8,48,48
13,1,93,41,1,8,48,48
13,1,93,41,3,8,16,16
13,1,96,52,2,10,30,30
13,1,52,56,1,10,50,50
13,1,52,56,2,6,36,36
13,1,52,56,2,6,36,36
13,1,54,80,1,12,72,72
13,1,52,47,2,10,70,70
13,1,54,80,2,12,60,60
13,1,93,41,2,8,48,48
13,1,75,10,1,8,48,48
13,1,74,27,1,8,48,48
13,1,51,55,2,8,48,48
13,1,51,55,2,8,48,48
13,1,42,82,2,8,40,40
13,1,42,82,2,8,40,40
13,1,81,20,1,8,40,40
13,1,93,41,2,8,48,48
13,1,96,84,2,4,20,20
13,1,25,62,2,8,40,40
13,1,52,47,2,10,60,60
13,1,93,41,2,8,48,48
13,1,93,41,3,8,24,24
13,1,83,49,2,6,18,18
13,1,41,82,2,8,40,40
13,1,91,81,1,8,48,48
13,1,52,56,2,8,48,48
13,1,93,41,1,8,48,48
13,1,52,56,2,6,42,42
13,1,73,23,2,8,48,48
13,1,52,47,2,8,48,48
13,1,93,41,2,8,48,48
13,1,91,96,3,4,16,16
13,1,93,41,2,8,48,48
13,1,54,84,2,12,24,24
13,1,52,47,1,12,72,72
13,1,92,84,2,4,20,20
13,1,93,41,1,8,48,48
13,1,93,41,2,8,48,48
13,1,52,56,2,8,48,48
13,1,71,95,3,8,16,16
13,1,54,84,2,6,30,30
13,1,83,52,1,8,48,48
13,1,83,52,2,12,24,24
13,1,96,53,2,10,60,60
13,1,52,47,2,12,72,72
13,1,51,96,1,10,20,20
13,1,91,96,2,5,15,15
13,1,41,82,2,8,40,40
13,1,41,82,2,8,40,40
13,1,52,47,1,5,15,15
13,1,42,82,1,8,48,48
13,1,91,96,3,4,12,12
13,1,41,82,2,8,24,24
13,1,93,41,1,8,8,8
13,1,93,41,3,8,24,24
13,1,51,55,1,8,40,40
13,1,51,55,2,8,48,48
13,1,52,47,2,10,60,80
13,1,96,84,2,8,48,48
13,2,52,47,2,8,16,16
13,1,81,22,2,8,48,48
13,1,74,43,1,8,48,48
13,1,83,49,1,10,60,60
13,1,73,18,1,8,48,48
13,3,52,47,1,10,70,70
13,1,14,47,1,10,70,70
13,1,14,47,1,10,70,70
13,1,42,82,2,8,40,40
13,1,51,96,1,3,18,18
13,1,93,41,2,8,48,48
13,1,41,84,2,8,40,40
13,5,42,82,2,8,40,40
13,1,72,25,1,8,48,48
13,1,52,47,1,8,48,48
13,1,41,63,1,8,40,40
13,1,42,92,3,4,12,12
13,1,54,80,1,12,60,60
13,1,41,82,2,8,48,48
13,1,52,56,2,9,27,27
13,1,42,82,2,8,40,40
14,1,93,41,1,8,48,48
14,1,83,49,1,8,40,40
14,1,93,41,1,8,48,48
14,1,32,47,1,8,48,48
14,1,42,64,1,8,48,48
14,1,52,47,1,8,40,40
14,1,52,47,1,6,30,42
14,1,34,90,1,12,36,48
14,1,42,73,1,8,40,40
14,1,41,84,1,8,40,40
14,3,51,96,1,3,15,15
14,1,3,84,1,12,84,84
14,1,93,41,1,8,40,40
14,1,51,56,1,8,48,48
14,1,61,1,1,8,48,48
14,1,93,41,1,8,48,48
14,1,52,47,1,8,48,48
14,1,93,41,1,8,48,48
14,1,61,1,1,8,40,40
14,1,91,96,1,3,9,40
14,1,52,56,1,5,35,35
14,1,92,1,3,8,40,40
14,1,92,1,3,8,40,40
14,1,61,1,1,8,48,48
14,1,83,49,1,5,40,40
14,1,52,47,1,8,48,48
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,48
14,1,91,96,1,4,24,24
14,1,61,1,1,8,48,48
14,1,52,56,1,6,36,48
14,1,93,41,1,8,48,48
14,1,71,16,1,8,48,48
14,1,42,92,1,6,42,42
14,1,51,96,1,8,48,48
14,1,61,1,1,8,48,48
14,1,52,56,1,6,30,30
14,1,61,1,1,3,21,42
14,1,52,47,1,8,48,48
14,1,52,56,1,8,48,48
14,1,52,56,2,8,40,40
14,1,83,49,1,8,40,40
14,1,61,1,1,8,36,36
14,1,93,41,1,8,48,48
14,1,23,85,1,8,40,40
14,1,61,1,1,6,36,36
14,1,61,1,1,6,36,36
14,1,54,84,1,12,72,72
14,1,61,1,1,6,36,36
14,1,93,41,1,8,48,48
14,1,61,1,1,8,40,40
14,1,61,1,1,8,48,48
14,1,11,84,1,8,8,40
14,1,3,84,1,12,84,84
14,1,61,1,1,6,36,36
14,1,11,84,1,8,40,40
14,1,26,60,1,8,48,48
14,1,61,1,1,6,36,36
14,1,91,84,1,8,48,48
14,1,54,80,1,12,72,72
14,1,41,84,1,8,40,40
14,1,61,1,1,6,36,36
14,1,41,84,1,8,40,40
14,1,41,84,1,8,48,48
14,1,61,1,1,8,48,48
14,1,93,41,1,8,48,48
14,1,31,84,1,8,40,40
14,1,54,84,1,8,40,40
14,1,61,1,1,8,48,48
14,1,92,1,1,8,48,48
14,1,91,96,1,8,48,48
14,1,61,1,1,6,36,36
14,1,11,84,1,8,2,48
14,1,61,1,1,8,40,40
14,1,52,47,1,8,48,48
14,1,92,1,1,8,48,48
14,1,92,1,1,8,48,48
14,1,61,1,1,8,48,48
14,1,61,1,1,8,40,40
14,1,52,47,1,8,48,48
14,1,83,49,1,10,30,30
14,1,61,1,1,8,48,48
14,1,61,1,1,8,48,48
14,1,23,85,1,8,40,40
14,1,61,1,1,3,21,40
14,1,33,84,1,8,40,40
14,1,61,1,1,8,48,48
14,1,92,1,3,5,25,25
14,1,71,16,1,8,48,48
14,1,61,1,1,6,36,48
14,1,61,1,1,6,36,42
14,1,53,85,1,8,40,40
14,1,11,84,1,8,8,8
14,1,54,84,1,8,40,40
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,48
14,1,33,84,1,8,40,40
14,1,22,84,1,8,40,40
14,1,11,84,1,8,8,8
14,1,61,1,1,4,20,20
14,1,61,1,1,3,21,31
14,1,11,84,1,8,16,16
14,1,61,1,1,3,21,21
14,1,52,47,1,6,42,42
14,1,93,41,1,8,48,48
14,1,61,1,1,2,14,20
14,1,61,1,1,3,21,21
14,1,61,1,1,8,48,48
14,1,61,1,1,8,48,48
14,1,91,96,1,9,63,63
14,1,93,41,1,8,48,48
14,1,61,1,1,9,63,63
14,1,61,1,1,8,56,56
14,1,71,43,1,8,48,48
14,1,52,47,1,6,18,18
14,1,93,41,1,8,48,48
14,1,91,96,1,9,63,63
14,1,93,41,1,8,48,48
14,1,75,14,1,8,48,48
14,1,61,1,1,4,16,16
14,1,92,1,1,2,6,6
14,1,61,1,1,3,12,15
14,1,92,1,1,2,6,10
14,1,61,1,1,2,10,10
14,1,91,96,1,9,63,63
14,1,61,1,1,3,21,21
14,1,91,96,1,9,63,63
14,1,61,1,1,3,18,18
14,1,71,43,1,8,48,48
14,1,53,85,1,8,40,40
14,1,61,1,1,3,12,12
14,1,92,1,1,1,3,3
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,48
14,1,91,96,1,9,54,54
14,1,93,42,1,8,48,48
14,1,52,56,1,6,42,42
14,1,11,84,1,8,8,8
14,1,61,1,1,3,21,21
14,1,93,41,1,8,48,48
14,1,91,96,1,5,10,10
14,1,32,84,1,8,8,8
14,1,92,1,1,8,16,16
14,1,92,1,1,8,16,16
14,1,93,42,1,8,48,48
14,1,73,16,2,6,30,40
14,1,61,1,1,6,30,30
14,1,54,80,1,12,72,72
14,1,52,47,1,8,48,48
14,1,54,80,1,12,72,72
14,1,11,84,1,8,8,40
14,1,42,92,1,6,42,42
14,1,61,1,1,8,48,48
14,1,92,1,1,6,36,48
14,1,52,47,1,8,48,48
14,1,61,1,1,8,42,42
14,1,61,1,1,6,36,36
14,1,54,84,1,12,72,72
14,1,54,80,1,12,60,60
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,48
14,1,61,1,1,8,40,40
14,1,93,41,1,8,40,40
14,1,61,1,1,8,48,48
14,1,61,1,1,6,36,36
14,1,93,41,1,8,48,48
14,1,62,3,1,4,24,40
14,1,83,50,1,8,40,40
14,1,52,47,1,15,105,105
14,3,93,47,2,15,60,60
14,1,61,1,1,4,8,20
14,1,93,41,1,8,48,48
14,1,61,1,1,3,18,25
14,1,92,1,1,2,6,6
14,1,61,1,1,4,24,24
14,1,32,84,1,8,8,13
14,1,92,1,1,4,8,36
14,1,51,87,1,8,56,56
14,1,93,41,1,8,48,48
14,1,93,42,1,8,48,48
14,1,54,84,1,4,24,24
14,1,91,96,1,9,63,63
14,1,52,47,1,8,48,48
14,1,61,1,1,3,21,21
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,55
14,1,92,1,1,2,10,15
14,1,92,1,1,2,8,8
14,1,74,43,1,8,8,8
14,1,93,42,1,8,48,48
14,1,61,1,1,3,18,18
14,1,91,96,1,8,48,48
14,1,11,84,1,8,8,8
14,1,52,47,1,3,18,18
14,1,93,47,1,8,54,54
14,1,93,41,2,8,48,48
14,1,71,41,2,8,48,48
14,1,43,26,1,8,48,48
14,1,93,42,2,8,48,48
14,1,81,13,2,5,35,35
14,1,71,41,2,8,48,48
14,1,52,47,1,2,10,40
14,1,93,47,1,10,60,60
14,1,54,80,1,12,72,72
14,1,54,80,1,12,72,72
14,1,54,80,1,12,72,72
14,1,54,80,1,12,72,72
14,1,43,26,1,12,48,48
14,1,93,41,2,8,48,48
14,2,52,47,2,2,15,15
14,1,93,41,2,8,48,48
14,1,41,84,2,8,40,40
14,2,42,82,2,5,20,20
14,1,52,47,1,12,60,60
14,1,94,56,1,8,40,40
14,1,81,7,1,6,42,42
14,1,11,84,1,8,48,48
14,1,75,14,1,8,48,48
14,1,11,84,1,8,40,40
14,1,74,43,2,8,40,40
14,1,41,82,2,8,48,48
14,1,93,41,2,8,48,48
14,1,83,49,2,9,36,44
14,1,41,84,1,8,40,40
14,2,42,82,2,8,48,48
14,1,42,82,2,8,48,48
14,1,51,56,2,8,48,48
14,1,51,56,2,8,48,48
14,1,91,84,2,8,40,40
14,1,93,41,2,8,40,40
14,1,93,41,2,8,32,32
14,1,52,46,2,8,56,56
14,1,93,41,2,8,40,40
14,1,93,41,2,8,40,40
14,1,94,56,2,8,48,48
14,1,93,41,2,8,32,32
14,1,93,41,2,8,32,40
14,1,93,41,2,8,40,40
14,1,93,41,2,8,48,48
14,1,52,47,2,8,40,40
14,1,93,41,2,8,48,48
14,1,93,41,2,8,48,48
14,1,11,84,2,8,32,32
14,1,54,80,2,8,48,48
14,1,93,41,3,8,48,48
14,1,22,86,1,8,48,48
14,1,42,64,2,8,40,40
14,3,75,10,2,5,20,20
14,1,96,52,2,6,35,35
14,1,23,85,1,8,40,40
14,1,52,47,2,8,56,56
14,1,95,45,2,8,56,56
14,1,93,41,3,8,40,40
14,1,52,46,2,8,56,56
14,2,42,82,2,8,56,56
14,3,23,85,2,6,30,30
14,1,41,82,2,8,40,40
14,1,83,49,2,10,40,40
14,1,83,52,2,10,30,30
14,1,93,8,2,8,32,32
14,1,93,41,2,8,48,48
14,1,96,53,2,8,48,48
14,1,96,53,2,8,48,48
14,1,52,47,2,8,48,48
14,1,52,47,2,8,48,48
14,1,52,47,2,8,48,48
14,1,52,46,2,8,48,48
14,1,52,47,2,8,48,48
14,1,93,41,2,8,24,24
14,1,54,86,2,8,56,56
14,1,83,49,2,10,40,48
14,2,52,47,2,4,24,24
14,1,23,85,1,8,40,40
14,1,71,43,3,8,24,24
14,1,41,84,1,8,40,40
14,1,74,43,2,8,48,48
14,1,42,55,1,8,48,48
14,2,52,47,2,4,16,16
14,1,93,41,2,8,40,40
14,1,52,47,2,8,48,48
14,1,83,49,1,12,48,48
14,1,91,96,3,5,15,15
14,1,93,41,1,8,48,48
14,1,54,80,1,8,48,48
14,1,54,84,1,8,48,48
14,1,51,81,1,8,48,48
14,1,52,56,1,7,42,42
14,1,13,10,1,4,24,24
14,1,52,56,1,12,60,60
14,1,51,56,1,8,48,48
14,1,52,56,1,6,30,30
14,1,73,58,1,8,40,40
14,1,93,41,1,8,48,48
14,3,52,47,1,10,60,60
14,1,14,55,1,4,12,12
14,1,91,96,1,5,10,10
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,48
14,1,93,41,1,8,48,48
14,1,92,81,1,8,48,48
14,1,82,26,1,12,48,48
14,1,91,81,1,8,48,48
14,1,53,87,1,8,48,52
14,1,41,82,1,8,40,40
14,1,83,49,1,12,24,24
14,1,51,56,1,8,48,48
14,1,53,87,1,8,48,48
14,1,14,55,1,3,9,9
14,2,52,82,1,8,40,40
14,1,91,96,1,9,54,54
14,1,53,84,1,8,40,40
14,1,14,55,1,3,15,20
14,1,42,64,1,8,40,40
14,1,83,49,1,8,48,48
14,1,75,10,2,5,35,45
14,1,94,56,2,8,48,48
14,1,52,47,2,8,48,48
14,1,51,56,2,6,38,38
14,1,96,52,2,8,40,40
14,1,91,81,2,8,48,48
14,1,51,81,2,8,56,56
14,1,52,47,2,8,48,48
14,1,74,95,2,8,48,48
14,1,91,96,2,8,48,48
14,1,75,10,2,4,20,35
14,1,33,82,1,8,48,48
14,3,52,47,1,12,72,72
14,1,75,10,2,5,30,30
14,1,52,46,2,9,54,54
14,1,33,84,1,8,40,40
14,1,22,47,1,8,48,48
14,1,93,41,2,8,32,32
14,1,42,82,2,8,48,48
14,1,52,47,2,8,48,48
14,1,75,10,2,5,25,25
14,1,52,47,2,8,48,48
14,1,75,10,2,5,25,25
14,1,42,73,1,8,40,40
14,2,53,85,1,3,15,15
14,1,93,41,1,8,48,48
14,1,51,55,1,2,10,10
14,1,83,49,1,12,48,55
14,1,51,55,1,3,15,15
14,1,51,56,1,4,20,20
14,2,52,47,1,5,20,20
14,1,14,45,1,5,15,15
14,1,42,82,1,8,40,40
14,1,51,87,1,5,15,24
14,1,35,62,1,8,48,48
14,1,41,69,1,8,40,40
14,1,52,47,1,12,60,60
14,1,54,80,1,8,40,40
14,1,61,1,2,8,48,48
14,1,61,1,2,8,40,40
14,1,92,1,2,8,40,40
14,1,83,52,1,10,40,40
14,1,61,1,2,8,48,48
14,1,92,1,2,8,48,48
14,1,61,1,2,8,48,48
14,1,92,1,2,8,48,48
14,1,92,1,2,8,48,48
14,1,52,47,1,8,50,50
14,1,61,1,2,6,40,40
14,1,92,1,2,8,40,40
14,1,23,85,1,8,40,40
14,1,83,84,1,8,40,40
14,1,61,1,2,8,48,48
14,1,92,1,2,8,48,48
14,1,92,1,2,8,16,16
14,1,61,1,2,2,20,20
14,1,32,84,1,8,40,40
14,1,32,84,1,8,40,40
14,1,31,1,1,6,42,42
14,1,41,84,1,8,40,40
14,1,34,94,1,4,8,8
14,1,92,1,2,8,40,40
14,1,26,94,1,5,25,25
14,1,81,7,1,8,48,48
14,1,93,7,1,5,30,30
14,1,81,7,1,8,48,48
14,3,52,47,1,8,48,48
14,3,52,47,1,12,72,72
14,3,52,47,1,12,72,72
14,1,35,61,1,8,48,48
14,1,92,1,3,8,32,32
14,1,61,1,1,7,49,49
14,1,52,47,1,8,40,40
14,1,81,7,2,6,18,18
14,1,75,10,3,8,40,40
14,1,93,41,2,8,40,40
14,1,23,85,1,8,40,40
14,1,92,1,3,8,24,24
14,1,91,96,3,5,5,5
14,1,61,1,1,7,21,21
14,1,61,1,1,6,42,42
14,1,92,1,1,6,30,36
14,1,61,1,1,8,40,40
14,1,92,1,1,6,30,38
14,1,61,1,1,9,54,54
14,1,92,1,1,5,30,30
14,1,93,82,3,6,36,36
14,3,91,96,1,9,54,54
14,1,52,47,1,15,105,105
14,1,93,47,1,12,84,84
14,1,93,41,2,8,48,48
14,1,14,56,1,8,48,48
14,1,52,56,1,8,48,48
14,1,51,55,1,6,32,32
14,1,54,84,1,12,48,48
14,1,92,1,3,8,48,48
14,1,92,1,3,8,48,48
14,1,92,1,3,8,48,48
14,1,51,55,1,8,48,48
14,1,92,1,3,8,24,24
14,1,93,10,3,4,35,56
14,1,93,8,2,10,50,50
14,1,33,84,1,8,40,40
14,1,74,61,1,8,48,48
14,1,93,10,3,5,35,50
14,1,22,86,1,8,48,48
14,3,52,47,1,10,70,70
14,1,33,84,1,8,40,40
14,1,35,61,1,12,78,78
14,1,93,41,2,8,48,48
14,1,52,47,1,12,84,105
14,1,93,10,3,9,63,63
14,1,93,10,3,6,42,42
14,1,92,1,3,8,56,56
14,1,52,47,1,12,60,60
14,1,52,56,1,6,35,35
14,1,52,56,1,5,35,35
14,1,83,49,1,12,78,78
14,3,52,47,1,15,90,90
14,1,52,47,1,8,48,48
14,1,14,47,1,6,12,20
14,4,52,47,1,8,62,62
14,1,93,10,3,11,44,44
14,1,93,10,3,4,30,30
14,1,52,47,1,8,56,56
14,1,33,46,1,8,48,48
14,1,14,56,1,8,48,48
14,1,75,10,1,12,60,60
14,1,52,47,1,8,48,48
14,1,44,84,1,8,40,40
14,1,52,47,1,8,56,56
14,1,72,45,1,8,48,48
14,1,34,74,1,8,40,50
14,1,13,32,1,6,30,48
14,1,91,96,1,10,60,60
14,1,91,96,1,10,60,60
14,1,83,49,1,12,48,48
14,3,52,47,1,12,56,56
14,1,41,84,1,8,40,40
14,1,43,64,1,8,40,40
14,1,11,84,1,8,40,40
14,1,41,65,1,8,48,48
14,1,91,96,1,8,48,48
14,1,23,85,2,8,40,40
14,2,23,85,2,4,34,34
14,1,92,1,2,8,48,48
14,2,52,47,2,4,40,40
14,2,93,47,2,2,16,16
14,1,93,46,2,6,30,30
14,1,14,46,1,8,40,40
14,1,93,46,2,6,30,30
14,1,32,96,1,8,48,48
14,1,52,47,1,12,60,60
14,1,92,1,2,8,48,48
14,1,13,52,1,8,48,48
14,1,91,96,1,8,48,48
14,1,93,41,1,8,40,50
14,1,92,1,1,8,24,24
14,1,93,41,1,8,48,48
14,1,61,1,1,6,36,36
14,1,52,47,1,12,72,72
14,1,93,41,1,8,48,48
14,1,52,47,1,4,24,24
14,1,92,1,1,5,10,10
14,1,93,41,1,8,48,56
14,1,52,47,1,10,60,60
14,1,54,84,1,8,40,40
14,1,23,84,1,8,40,40
14,1,93,41,1,8,48,56
14,1,23,85,1,8,40,40
14,1,21,42,1,8,48,48
14,1,14,56,1,12,60,60
14,1,83,49,1,4,20,36
14,1,61,1,1,8,48,48
14,1,92,1,1,5,30,30
14,1,92,1,1,3,15,15
14,1,61,1,1,8,40,48
14,1,24,84,1,8,40,48
14,1,92,1,1,4,20,20
14,1,61,1,1,8,48,48
14,1,61,1,1,5,35,35
14,1,92,1,1,5,35,35
14,1,23,85,1,8,40,40
14,1,32,84,1,8,40,40
14,1,93,41,1,8,48,56
14,1,52,47,1,12,72,72
14,1,83,49,3,8,16,16
14,1,32,84,1,8,40,40
14,1,61,1,1,8,40,40
14,1,23,85,2,8,40,40
14,1,52,47,3,8,8,8
14,1,61,1,2,8,16,32
